sender_pseudo,msgs,anomalies,non_anom,trust_raw,trust_blend
104235,1165,0,1165,0.9991431019708654,0.7132004921539014
103815,1311,0,1311,0.9992383853769993,0.7251850723681251
106395,1355,0,1355,0.9992630803242447,0.7285350576195079
10572,1360,0,1360,0.9992657856093979,0.7289088125444316
105855,1389,0,1389,0.9992810927390366,0.7310497758010566
105975,1424,0,1424,0.9992987377279102,0.7335747705636222
106275,1425,0,1425,0.9992992291520673,0.7336459952882994
107170,1425,0,1425,0.9992992291520673,0.7336459952882994
10812,1427,0,1427,0.9993002099370188,0.7337882944706133
105195,1471,0,1471,0.9993211133740665,0.7368692773804627
103035,1500,0,1500,0.9993342210386151,0.7388497980697885
101594,1504,0,1504,0.99933598937583,0.7391199554247762
106695,1587,0,1587,0.9993706733794839,0.7445688154623695
106335,1642,0,1642,0.9993917274939172,0.7480242809939174
106455,1705,0,1705,0.9994141769185706,0.751842534108711
101654,1722,0,1722,0.9994199535962877,0.7528486316937902
102795,1826,0,1826,0.99945295404814,0.7587948139860202
106935,1836,0,1836,0.999455930359086,0.7593485620816697
105915,1847,0,1847,0.9994591671173607,0.7599542036981499
104115,1852,0,1852,0.9994606256742179,0.7602283010329993
10993,1878,0,1878,0.999468085106383,0.7616417550881829
106215,1965,0,1965,0.9994916115912558,0.7662327060321612
104835,2078,0,2078,0.9995192307692308,0.7719005343861766
105615,2146,0,2146,0.999534450651769,0.775164223093704
105015,2190,0,2190,0.9995437956204379,0.7772212492108267
101714,2242,0,2242,0.999554367201426,0.7795995392718094
103875,2401,0,2401,0.9995838535164377,0.7865428782275455
106815,2407,0,2407,0.9995848899958489,0.786795782422385
103215,2420,0,2420,0.999587118084228,0.787341581429247
105675,2430,0,2430,0.9995888157894737,0.7877594314720252
107055,2504,0,2504,0.9996009577015164,0.7907990024241417
102975,2521,0,2521,0.9996036464526358,0.7914845636946741
102915,2536,0,2536,0.9996059889676912,0.7920856351282943
101293,2562,0,2562,0.999609984399376,0.7931191034216803
102675,2565,0,2565,0.9996104402025711,0.7932376729813058
101894,2614,0,2614,0.9996177370030581,0.7951548851980249
106635,2656,0,2656,0.9996237772761475,0.7967697676079265
102315,2773,0,2773,0.9996396396396396,0.8011369670772026
104415,2848,0,2848,0.9996491228070176,0.8038404044708407
104595,2896,0,2896,0.9996549344375432,0.8055334297126361
105795,2960,0,2960,0.99966239027684,0.807747586834376
101834,2962,0,2962,0.9996626180836707,0.807816004080868
102014,3036,0,3036,0.999670836076366,0.8103154405644779
10873,3060,0,3060,0.9996734160679295,0.8111129790758769
101173,3154,0,3154,0.9996831432192649,0.8141774776337295
